_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
8223,4154196,2017,2018,1960,PRIVATE,15,Don Valley West,27 BRENTCLIFFE RD,3,12,2018-12-14,88,Evaluation needs to be conducted in 3 years,16,4,5,5,5,4,4,N/A,4,N/A,2,5,4,5,5,4,4,N/A,5,5,N/A,N1529,43.7149898693,-79.35960275,316097.848,4841457.449
8224,4253901,2017,2018,1963,PRIVATE,14,Toronto-Danforth,20 COSBURN AVE,3,30,2018-12-14,75,Evaluation needs to be conducted in 2 years,17,4,3,5,4,4,4,N/A,3,N/A,3,5,4,5,3,4,3,4,3,3,N/A,S1421,43.688689178,-79.354108641,316545.506,4838537.252
8225,4154131,2017,2018,1965,PRIVATE,14,Toronto-Danforth,30 COSBURN AVE,5,26,2018-12-14,69,Evaluation needs to be conducted in 2 years,16,3,3,5,3,4,5,N/A,4,N/A,N/A,4,3,5,3,3,2,2,3,3,N/A,S1421,43.688894585,-79.352727757,316656.787,4838560.264
8226,4154112,2017,2018,1973,PRIVATE,14,Toronto-Danforth,55 COSBURN AVE,12,155,2018-12-14,79,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,5,3,3,4,3,5,5,4,3,4,4,5,3,3,N/A,S1421,43.688483646,-79.351998695,316715.641,4838514.709
8227,4156611,2017,2018,1955,PRIVATE,03,Etobicoke-Lakeshore,2844 BLOOR ST W,3,14,2018-12-14,78,Evaluation needs to be conducted in 2 years,16,4,4,3,3,4,4,N/A,3,N/A,3,4,4,5,4,4,4,N/A,4,5,N/A,W0322,43.6493477344,-79.503797178,,
8228,4156649,2017,2018,1955,PRIVATE,03,Etobicoke-Lakeshore,2846 BLOOR ST W,4,16,2018-12-14,80,Evaluation needs to be conducted in 2 years,16,4,4,3,4,4,4,N/A,4,N/A,3,4,4,5,4,4,4,N/A,4,5,N/A,W0322,43.6492875275,-79.5040692616,,
8229,4155681,2017,2018,1996,SOCIAL HOUSING,10,Spadina-Fort York,900 QUEEN ST W,3,22,2018-12-14,75,Evaluation needs to be conducted in 2 years,17,3,4,5,4,3,5,N/A,4,4,N/A,4,3,5,3,4,3,N/A,3,3,4,S1021,43.6450713717,-79.4156086518,311592.747,4833683.596
8230,4153852,2017,2018,1930,PRIVATE,15,Don Valley West,21 SHERWOOD AVE,3,26,2018-12-14,87,Evaluation needs to be conducted in 3 years,17,5,4,5,5,5,4,3,4,N/A,4,5,5,5,4,4,5,N/A,5,2,N/A,N1526,43.713477488,-79.398290281,312980.353,4841285.901
8231,4154205,2017,2018,1965,PRIVATE,15,Don Valley West,1903 BAYVIEW AVE,5,27,2018-12-14,76,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,4,4,3,4,3,3,5,2,4,4,5,4,4,N/A,N1529,43.7157230263,-79.377538515,314652.469,4841536.636
8232,4153514,2017,2018,1970,PRIVATE,13,Toronto Centre,15 DUNDONALD ST,24,172,2018-12-14,75,Evaluation needs to be conducted in 2 years,20,4,4,4,4,4,4,3,4,4,3,4,3,5,3,4,4,4,3,3,4,S1322,43.665727503,-79.383887543,314148.344,4835982.525
8233,4154235,2017,2018,1970,PRIVATE,07,Humber River-Black Creek,45 DRIFTWOOD AVE,14,137,2018-12-14,63,Evaluation needs to be conducted in 1 year,18,4,3,4,2,4,3,4,2,4,N/A,3,4,5,3,2,2,3,3,2,N/A,W0730,43.7511483154,-79.5114796645,303860.109,4845464.976
8234,4153147,2017,2018,1912,PRIVATE,10,Spadina-Fort York,255 DOVERCOURT RD,3,16,2018-12-14,68,Evaluation needs to be conducted in 2 years,16,3,4,5,3,3,3,N/A,3,N/A,N/A,3,5,5,3,2,3,3,2,4,N/A,S1021,43.6484324377,-79.4240226585,310913.609,4834056.383
8235,4154117,2017,2018,1970,PRIVATE,14,Toronto-Danforth,60 GOWAN AVE,21,118,2018-12-14,86,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,4,3,5,4,5,5,5,4,3,3,4,4,3,N/A,S1421,43.688008152,-79.352232015,316696.927,4838461.851
8236,4156295,2017,2018,1967,PRIVATE,05,York South-Weston,1765 WESTON RD,25,246,2018-12-14,63,Evaluation needs to be conducted in 1 year,19,3,3,5,3,4,3,3,3,3,4,2,3,3,3,2,2,3,4,4,N/A,W0527,43.6990639559,-79.5119719596,303819.476,4839678.778
8237,4155920,2017,2018,1967,PRIVATE,05,York South-Weston,1775 WESTON RD,25,245,2018-12-14,62,Evaluation needs to be conducted in 1 year,19,3,3,5,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,4,N/A,W0527,43.6994166431,-79.51287144,303746.982,4839717.979
8238,4153858,2017,2018,1960,PRIVATE,15,Don Valley West,2707 YONGE ST,4,48,2018-12-14,85,Evaluation needs to be conducted in 2 years,15,4,4,5,3,4,4,N/A,4,N/A,3,4,5,5,5,5,4,N/A,5,N/A,N/A,N1526,43.716980201,-79.400164813,312828.832,4841674.847
8239,4153861,2017,2018,1934,PRIVATE,15,Don Valley West,2779 YONGE ST,4,16,2018-12-14,50,Building Audit,16,2,2,2,2,2,3,N/A,2,N/A,N/A,2,3,4,2,2,3,3,3,3,N/A,N1526,43.718571927,-79.400417429,312808.266,4841851.654
8240,4155396,2017,2018,1963,PRIVATE,02,Etobicoke Centre,70 DIXFIELD DR,12,141,2018-12-14,77,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,5,4,4,4,4,4,4,5,3,4,4,3,3,2,N/A,W0225,43.656041966,-79.572403682,298944.101,4834902.553
8241,4155437,2018,2018,1960,PRIVATE,01,Etobicoke North,21 TORBOLTON DR,3,15,2018-12-14,74,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,3,N/A,5,N/A,N/A,3,2,5,3,4,4,4,3,4,N/A,W0130,43.7192557504,-79.5581150551,300101.833,4841923.575
8242,4155587,2017,2018,1969,TCHC,04,Parkdale-High Park,100 HIGH PARK AVE,24,447,2018-12-14,62,Evaluation needs to be conducted in 1 year,20,3,3,3,3,3,4,3,3,3,3,3,3,4,2,3,3,3,3,4,3,S0428,43.656567829,-79.4673846716,307415.157,4834958.018
8243,4152690,2017,2018,1958,PRIVATE,20,Scarborough Southwest,709 KENNEDY RD,6,79,2018-12-14,81,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,N/A,4,4,4,4,4,5,4,4,4,4,4,4,N/A,E2023,43.7281374387,-79.2656668508,323663.167,4842935.041
8244,4152691,2018,2018,1958,PRIVATE,20,Scarborough Southwest,711 KENNEDY RD,6,79,2018-12-14,71,Evaluation needs to be conducted in 2 years,16,4,4,4,3,N/A,4,N/A,3,3,N/A,3,2,5,3,4,4,4,4,3,N/A,E2023,43.7287077114,-79.2659054509,323643.766,4842998.342
8245,4153072,2017,2018,1930,PRIVATE,04,Parkdale-High Park,469 RONCESVALLES AVE,4,15,2018-12-14,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,N/A,3,N/A,N/A,3,2,5,3,3,3,3,3,N/A,N/A,S0433,43.653120199,-79.451329542,308710.143,4834576.586
8246,4155628,2017,2018,1957,TCHC,08,Eglinton-Lawrence,1 LEILA LANE,3,31,2018-12-13,74,Evaluation needs to be conducted in 2 years,16,3,3,4,3,4,3,4,3,N/A,N/A,4,4,5,4,3,3,N/A,5,4,N/A,N0823,43.72308488,-79.445941428,309139.794,4842349.549
8247,4153845,2017,2018,1958,PRIVATE,15,Don Valley West,65 KEEWATIN AVE,4,50,2018-12-13,89,Evaluation needs to be conducted in 3 years,18,5,5,5,5,4,4,N/A,4,5,4,5,5,5,4,3,4,5,5,3,N/A,N1526,43.7124138998,-79.3974353444,313049.654,4841166.871
8248,4153071,2018,2018,1920,PRIVATE,04,Parkdale-High Park,467 RONCESVALLES AVE,4,15,2018-12-13,65,Evaluation needs to be conducted in 1 year,15,4,4,4,3,3,3,N/A,3,N/A,N/A,3,2,5,3,3,2,4,3,N/A,N/A,S0433,43.653029024,-79.451300765,308712.47,4834566.458
8249,4442561,,2018,,PRIVATE,09,Davenport,17 PATON RD,4,16,2018-12-13,50,Building Audit,14,2,2,2,2,N/A,3,N/A,3,N/A,N/A,2,1,3,3,3,3,N/A,3,3,N/A,S0930,43.660285665,-79.444110556,309291.922,4835372.952
8250,4153053,2017,2018,1960,PRIVATE,04,Parkdale-High Park,470 RONCESVALLES AVE,4,39,2018-12-13,74,Evaluation needs to be conducted in 2 years,16,4,4,4,3,3,4,N/A,3,N/A,N/A,4,4,4,3,4,4,3,4,4,N/A,S0432,43.653020008,-79.451921964,308662.363,4834565.429
8251,4154230,2017,2018,1971,PRIVATE,07,Humber River-Black Creek,2850 JANE ST,13,156,2018-12-13,68,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,4,3,3,3,N/A,3,3,4,4,4,4,4,4,3,N/A,W0729,43.750094613,-79.516913628,303422.212,4845348.952
8252,4154232,2017,2018,1960,PRIVATE,07,Humber River-Black Creek,2900 JANE ST,14,183,2018-12-13,67,Evaluation needs to be conducted in 2 years,18,3,3,4,4,3,4,3,3,3,N/A,3,4,5,3,3,4,2,3,3,N/A,W0729,43.7531434812,-79.5178280471,303348.899,4845686.734
8253,4168988,2017,2018,1986,SOCIAL HOUSING,01,Etobicoke North,20 HUMBERLINE DR,11,104,2018-12-13,80,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,3,4,4,3,5,4,4,5,4,4,4,N/A,4,4,N/A,W0125,43.7317363097,-79.6140657224,295538.059,4843285.542
8254,4168986,2017,2018,1984,SOCIAL HOUSING,01,Etobicoke North,30 HUMBERLINE DR,19,176,2018-12-13,74,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,3,3,4,3,N/A,3,4,4,4,4,4,N/A,4,4,N/A,W0125,43.7316900072,-79.6148713323,295530.634,4843309.676
8255,4155621,2017,2018,1967,TCHC,05,York South-Weston,1570 JANE ST,6,76,2018-12-13,64,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,3,3,3,4,N/A,3,4,3,3,3,4,3,3,3,N/A,W0527,43.6990884103,-79.5033968088,304510.668,4839681.395
8256,4154347,2017,2018,1958,PRIVATE,05,York South-Weston,2440 KEELE ST,3,34,2018-12-13,73,Evaluation needs to be conducted in 2 years,15,4,4,4,3,3,4,N/A,4,N/A,N/A,3,4,5,4,3,3,N/A,4,3,N/A,W0526,43.711712237,-79.4792178818,306459.237,4841083.979
8257,4153170,2017,2018,1920,PRIVATE,11,University-Rosedale,711 BLOOR ST W,3,12,2018-12-13,63,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,3,N/A,4,N/A,N/A,3,3,5,3,2,2,3,3,3,N/A,S1133,43.6634853756,-79.4178022467,311413.725,4835729.236
8258,4154459,2017,2018,1966,PRIVATE,06,York Centre,41-51 BROOKWELL DR,4,48,2018-12-13,79,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,4,5,4,N/A,4,3,5,3,4,4,3,3,4,N/A,N0625,43.744081781,-79.495035439,305180.295,4844713.736
8259,4156504,2017,2018,1966,PRIVATE,06,York Centre,41 BROOKWELL DR,4,38,2018-12-13,74,Evaluation needs to be conducted in 2 years,18,3,4,5,4,3,4,3,4,5,N/A,4,3,5,3,4,4,3,3,3,N/A,N0625,43.7440538624,-79.4951490688,305175.28,4844676.739
8260,4154136,2017,2018,1964,PRIVATE,14,Toronto-Danforth,20 GAMBLE AVE,12,213,2018-12-13,83,Evaluation needs to be conducted in 2 years,20,5,4,5,4,3,5,4,5,5,4,4,4,5,3,4,4,4,3,4,4,S1421,43.6898019641,-79.3535830039,316587.924,4838659.999
8261,4154120,2019,2018,1960,PRIVATE,14,Toronto-Danforth,27 GAMBLE AVE,6,75,2018-12-13,67,Evaluation needs to be conducted in 2 years,19,4,3,4,4,3,4,3,3,4,4,3,3,5,3,3,3,2,3,3,N/A,S1421,43.6892398078,-79.3532188818,316617.388,4838597.595
8262,4152667,2017,2018,1962,PRIVATE,20,Scarborough Southwest,130 FOXRIDGE DR,3,30,2018-12-13,81,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,N/A,4,4,4,5,4,4,4,4,4,4,N/A,E2023,43.7242519745,-79.2657615108,323656.732,4842503.35
8263,4154199,2017,2018,1958,PRIVATE,15,Don Valley West,904 EGLINTON AVE E,4,22,2018-12-13,50,Building Audit,16,2,2,3,2,3,2,N/A,2,N/A,3,3,2,2,3,3,2,N/A,3,3,N/A,N1529,43.71442413,-79.362206452,315887.881,4841395.201
8264,4155454,2018,2018,1976,PRIVATE,01,Etobicoke North,2757 KIPLING AVE,19,343,2018-12-13,65,Evaluation needs to be conducted in 1 year,19,3,3,5,2,3,3,3,3,3,N/A,2,4,3,4,4,3,3,4,3,4,W0124,43.7544362323,-79.5871043127,297770.21,4845833.956
8265,4155872,2017,2018,1910,PRIVATE,13,Toronto Centre,592 CHURCH ST,3,12,2018-12-13,69,Evaluation needs to be conducted in 2 years,13,4,4,4,3,N/A,3,N/A,4,N/A,N/A,3,3,4,3,4,3,N/A,3,N/A,N/A,S1322,43.667031521,-79.3817873,314317.525,4836127.624
8266,4155470,2017,2018,1977,TCHC,03,Etobicoke-Lakeshore,100 CAVELL AVE,7,300,2018-12-13,74,Evaluation needs to be conducted in 2 years,20,3,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,3,W0336,43.6154876721,-79.4969959174,305026.782,4830393.808
8267,4154113,2018,2018,1968,PRIVATE,14,Toronto-Danforth,75 COSBURN AVE,12,118,2018-12-13,80,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,5,4,4,3,4,3,3,5,4,4,4,5,4,4,N/A,S1421,43.688687624,-79.351002237,316795.927,4838537.506
8268,4154197,2017,2018,1958,PRIVATE,15,Don Valley West,31 BRENTCLIFFE RD,4,16,2018-12-13,75,Evaluation needs to be conducted in 2 years,15,3,3,5,3,3,3,N/A,4,N/A,N/A,4,4,5,3,4,4,N/A,4,4,N/A,N1529,43.7152123355,-79.3596903826,316090.745,4841482.152
8269,4153151,2017,2018,1929,PRIVATE,11,University-Rosedale,805 COLLEGE ST,4,72,2018-12-13,70,Evaluation needs to be conducted in 2 years,16,3,3,5,3,4,4,N/A,3,N/A,N/A,4,4,5,3,3,3,3,3,3,N/A,S1141,43.6543880918,-79.4216105716,311107.589,4834718.259
8270,4155213,2017,2018,1957,PRIVATE,03,Etobicoke-Lakeshore,2696 BLOOR ST W,3,15,2018-12-13,68,Evaluation needs to be conducted in 2 years,17,4,3,2,4,3,3,N/A,3,N/A,3,4,4,5,3,3,3,3,3,5,N/A,W0322,43.6503199258,-79.4985552052,304900.862,4834263.452
8271,4153150,2017,2018,1912,PRIVATE,11,University-Rosedale,677 COLLEGE ST,3,32,2018-12-13,77,Evaluation needs to be conducted in 2 years,15,3,5,5,4,3,5,N/A,4,N/A,N/A,3,4,5,3,4,4,N/A,3,3,N/A,S1141,43.6549416362,-79.4173376182,311452.2,4834780.093
8272,4155133,2017,2018,1968,PRIVATE,05,York South-Weston,80 CLOUSTON AVE,3,17,2018-12-13,74,Evaluation needs to be conducted in 2 years,16,3,3,5,4,4,3,N/A,4,N/A,4,4,4,5,3,3,4,N/A,3,3,N/A,W0527,43.6945334826,-79.5084369009,304104.346,4839175.411
8273,4156791,2017,2018,1960,PRIVATE,16,Don Valley East,876 LAWRENCE AVE E,3,12,2018-12-13,75,Evaluation needs to be conducted in 2 years,15,4,3,2,3,4,4,N/A,3,N/A,N/A,4,4,5,4,5,4,N/A,5,2,N/A,N1623,43.736202426,-79.34939102,316916.219,4843816.4
8274,4154067,2017,2018,1960,PRIVATE,19,Beaches-East York,2890 ST CLAIR AVE E,4,31,2018-12-13,76,Evaluation needs to be conducted in 2 years,16,4,3,4,4,4,4,N/A,4,N/A,N/A,3,4,5,4,4,3,4,4,3,N/A,S1924,43.707880094,-79.302844655,320715.28,4840691.633
8275,4154066,2017,2018,1955,PRIVATE,19,Beaches-East York,2892 ST CLAIR AVE E,4,34,2018-12-13,79,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,4,N/A,4,N/A,N/A,4,4,4,4,4,4,4,4,4,N/A,S1924,43.70796583,-79.302427359,320686.3,4840682.162
8276,4153850,2017,2018,1930,PRIVATE,15,Don Valley West,11 SHERWOOD AVE,3,23,2018-12-13,86,Evaluation needs to be conducted in 3 years,17,5,4,5,5,5,4,3,4,N/A,3,4,5,5,4,5,4,N/A,5,3,N/A,N1526,43.713358222,-79.398875082,312933.244,4841272.594
8277,4153853,2017,2018,1930,PRIVATE,15,Don Valley West,25 SHERWOOD AVE,3,27,2018-12-13,85,Evaluation needs to be conducted in 2 years,16,4,4,5,5,5,4,3,4,N/A,3,4,5,5,3,5,4,N/A,5,N/A,N/A,N1526,43.713530331,-79.398012046,313002.767,4841291.799
8278,4154236,2017,2018,1971,PRIVATE,07,Humber River-Black Creek,101 DRIFTWOOD AVE,4,32,2018-12-13,68,Evaluation needs to be conducted in 2 years,18,4,4,3,3,3,4,3,4,3,N/A,3,3,5,3,3,4,3,3,3,N/A,W0730,43.754502975,-79.513280684,303714.863,4845838.642
8279,4155448,2017,2018,1965,PRIVATE,01,Etobicoke North,20 SANAGAN RD,5,86,2018-12-13,76,Evaluation needs to be conducted in 2 years,19,4,3,5,4,3,3,4,4,5,3,4,4,5,4,4,3,3,4,3,N/A,W0124,43.7384970558,-79.5771085604,298573.456,4844062.39
8280,4154353,2017,2018,1958,PRIVATE,05,York South-Weston,2420 KEELE ST,3,11,2018-12-13,80,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,N/A,4,N/A,N/A,4,4,5,4,4,4,N/A,4,3,N/A,W0526,43.7102484483,-79.4788199831,306491.343,4840921.369
8281,4154352,2017,2018,1950,PRIVATE,05,York South-Weston,2422 KEELE ST,3,10,2018-12-13,87,Evaluation needs to be conducted in 3 years,15,5,5,4,5,5,3,N/A,4,N/A,N/A,5,4,5,5,3,4,N/A,4,4,N/A,W0526,43.7104582053,-79.4787969775,306489.91,4840962.965
8282,4154355,,2018,1954,PRIVATE,05,York South-Weston,2416 KEELE ST,3,17,2018-12-13,76,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,3,N/A,4,N/A,N/A,4,4,5,3,3,3,N/A,5,3,N/A,W0526,43.7097870925,-79.4788512552,306488.836,4840870.115
8283,4155136,2017,2018,1951,PRIVATE,05,York South-Weston,1693 WESTON RD,3,12,2018-12-13,77,Evaluation needs to be conducted in 2 years,15,3,4,5,3,3,4,N/A,4,N/A,N/A,4,4,5,4,3,4,N/A,4,4,N/A,W0527,43.6974801662,-79.5092622699,304037.854,4839502.786
8284,4155873,2017,2018,1971,TCHC,05,York South-Weston,5 BELLEVUE CRES,22,326,2018-12-13,57,Evaluation needs to be conducted in 1 year,18,3,3,3,2,3,3,2,3,3,N/A,2,3,3,3,3,3,3,3,3,N/A,W0527,43.6991400934,-79.5152292852,303556.925,4839687.3
8285,4155434,2017,2018,1950,PRIVATE,01,Etobicoke North,14 TORBOLTON DR,3,16,2018-12-13,70,Evaluation needs to be conducted in 2 years,16,3,4,4,2,3,4,N/A,4,N/A,N/A,2,4,5,3,4,4,4,2,4,N/A,W0130,43.7186903951,-79.5590804197,300024.003,4841860.823
8286,4155433,2017,2018,1959,PRIVATE,01,Etobicoke North,20 TORBOLTON DR,3,17,2018-12-13,68,Evaluation needs to be conducted in 2 years,16,2,4,4,3,3,3,N/A,4,N/A,N/A,3,2,5,4,3,3,4,4,3,N/A,W0130,43.719111062,-79.5589012928,300038.47,4841907.547
8287,4152670,2017,2018,1971,PRIVATE,20,Scarborough Southwest,672 KENNEDY RD,6,71,2018-12-13,81,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,N/A,4,4,5,4,4,4,4,4,4,N/A,E2023,43.726046622,-79.265909548,323643.994,4842703.654
8288,4155196,2017,2018,1979,TCHC,05,York South-Weston,55 OUTLOOK AVE,12,275,2018-12-13,74,Evaluation needs to be conducted in 2 years,19,3,4,4,4,4,4,4,3,4,N/A,4,4,4,4,3,3,4,4,3,3,W0535,43.6784468398,-79.4962404033,305087.496,4837388.185
8289,4154253,2017,2018,1961,PRIVATE,07,Humber River-Black Creek,3286 WESTON RD,4,55,2018-12-12,78,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,N/A,4,3,4,3,3,5,4,4,4,4,4,4,N/A,W0727,43.7416741492,-79.5406112434,301513.513,4844413.218
8290,4154244,2017,2018,1959,PRIVATE,07,Humber River-Black Creek,2433 FINCH AVE W,6,117,2018-12-11,75,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,3,4,3,N/A,3,4,5,3,4,3,N/A,4,4,N/A,W0727,43.749436556,-79.548159932,300917.135,4845264.927
8291,4156704,2017,2018,1962,PRIVATE,07,Humber River-Black Creek,2439 FINCH AVE W,7,112,2018-12-11,78,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,4,4,4,3,4,4,5,3,4,3,N/A,4,4,N/A,W0727,43.749760836,-79.550868013,300687.677,4845313.018
8292,4155449,2017,2018,1974,PRIVATE,01,Etobicoke North,18 PANORAMA CRT,17,204,2018-12-11,82,Evaluation needs to be conducted in 2 years,20,5,4,4,3,4,4,4,5,3,5,4,5,4,4,4,4,4,4,3,5,W0124,43.7471776431,-79.5819972103,298180.653,4845027.131
8293,4155144,2017,2018,1955,PRIVATE,05,York South-Weston,135 WOODWARD AVE,3,10,2018-12-11,63,Evaluation needs to be conducted in 1 year,16,2,2,5,3,2,3,N/A,2,N/A,3,3,4,5,3,3,3,N/A,4,3,N/A,W0525,43.7095042953,-79.5076695409,304166.41,4840838.547
8294,4155149,2017,2018,1953,PRIVATE,05,York South-Weston,145 WOODWARD AVE,3,11,2018-12-11,74,Evaluation needs to be conducted in 2 years,16,3,3,5,3,4,3,N/A,4,N/A,4,4,4,5,3,3,3,N/A,4,4,N/A,W0525,43.7098157296,-79.5063954435,304269.088,4840873.131
8295,4155438,2017,2018,1950,PRIVATE,01,Etobicoke North,2366 ISLINGTON AVE,3,16,2018-12-11,74,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,3,N/A,3,N/A,N/A,4,2,5,3,4,3,4,3,4,N/A,W0130,43.7196647917,-79.5577092738,300134.561,4841968.994
8296,4154257,2017,2018,1960,PRIVATE,07,Humber River-Black Creek,3 DAMASK AVE,3,10,2018-12-11,69,Evaluation needs to be conducted in 2 years,16,3,3,3,3,3,4,N/A,3,N/A,4,3,3,5,3,4,4,N/A,4,3,N/A,W0728,43.7416935323,-79.5396641026,301589.804,4844415.332
8297,4154473,2017,2018,1970,PRIVATE,07,Humber River-Black Creek,470 SENTINEL RD,22,370,2018-12-11,69,Evaluation needs to be conducted in 2 years,19,3,4,4,3,3,4,3,3,4,N/A,3,4,3,4,3,4,4,4,3,3,W0726,43.7629761181,-79.502065617,304618.306,4846778.908
8298,4154335,2017,2018,1954,PRIVATE,05,York South-Weston,2552 KEELE ST,4,29,2018-12-11,81,Evaluation needs to be conducted in 2 years,14,4,4,4,5,4,4,N/A,4,N/A,N/A,5,4,N/A,5,3,3,5,N/A,3,N/A,W0526,43.7163206663,-79.4802113728,306379.058,4841595.928
8299,4154258,2018,2018,1973,PRIVATE,07,Humber River-Black Creek,5 DAMASK AVE,3,12,2018-12-11,68,Evaluation needs to be conducted in 2 years,16,3,3,3,3,4,4,N/A,3,N/A,N/A,4,3,5,4,3,3,2,4,3,N/A,W0728,43.7417028619,-79.5393075079,301618.527,4844416.354
8300,4154336,2017,2018,1955,PRIVATE,05,York South-Weston,2550 KEELE ST,3,12,2018-12-11,66,Evaluation needs to be conducted in 2 years,16,3,3,5,3,3,3,N/A,3,N/A,3,3,3,5,3,3,3,N/A,4,3,N/A,W0526,43.715924264,-79.4800852491,306389.231,4841551.892
8301,4155429,2017,2018,1968,PRIVATE,01,Etobicoke North,2329 KIPLING AVE,5,40,2018-12-11,68,Evaluation needs to be conducted in 2 years,18,3,4,5,3,3,4,N/A,4,1,3,3,2,5,3,4,4,5,2,3,N/A,W0130,43.7318879794,-79.5760047964,298661.68,4843328.069
8302,4154261,2017,2018,1969,PRIVATE,07,Humber River-Black Creek,35 TOBERMORY DR,11,138,2018-12-11,72,Evaluation needs to be conducted in 2 years,18,4,4,3,4,3,4,4,3,3,N/A,4,4,4,3,4,4,3,3,4,N/A,W0725,43.761263869,-79.509638013,304008.298,4846589.696
8303,4153057,2017,2018,1960,PRIVATE,04,Parkdale-High Park,1639 BLOOR ST W,6,46,2018-12-10,68,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,3,3,3,4,3,3,3,5,3,3,3,N/A,3,4,N/A,S0432,43.655402768,-79.455626577,308363.408,4834829.986
8304,4154263,2017,2018,1967,PRIVATE,07,Humber River-Black Creek,25 STONG CRT,14,151,2018-12-10,72,Evaluation needs to be conducted in 2 years,19,4,4,3,4,3,4,3,3,3,N/A,4,3,4,4,4,3,4,4,3,4,W0725,43.7615247984,-79.5177662952,303354.08,4846617.84
8305,4155440,2017,2018,1958,PRIVATE,01,Etobicoke North,2356 ISLINGTON AVE,3,18,2018-12-10,55,Evaluation needs to be conducted in 1 year,16,3,3,2,2,1,2,N/A,3,N/A,N/A,2,2,5,3,4,4,3,3,2,N/A,W0130,43.7189395092,-79.5574410842,300156.114,4841888.402
8306,4155439,2017,2018,1972,PRIVATE,01,Etobicoke North,2362 ISLINGTON AVE,3,13,2018-12-10,60,Evaluation needs to be conducted in 1 year,17,3,4,3,4,3,3,N/A,2,N/A,4,3,3,5,3,2,2,3,2,2,N/A,W0130,43.7193055449,-79.5575311181,300148.888,4841929.072
8307,4155453,2018,2018,1976,PRIVATE,01,Etobicoke North,2737 KIPLING AVE,23,416,2018-12-10,69,Evaluation needs to be conducted in 2 years,19,4,3,4,3,3,3,4,3,4,N/A,3,3,4,4,4,3,3,4,3,4,W0124,43.753301348,-79.586565549,297813.2,4845708.779
8308,4155143,2017,2018,1954,PRIVATE,05,York South-Weston,133 WOODWARD AVE,3,11,2018-12-10,79,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,4,N/A,4,N/A,3,4,5,5,4,4,3,N/A,5,3,N/A,W0525,43.709440478,-79.507929292,304145.213,4840832.415
8309,4154262,2017,2018,1977,PRIVATE,07,Humber River-Black Creek,10 SAN ROMANOWAY,34,428,2018-12-10,67,Evaluation needs to be conducted in 2 years,19,3,3,4,3,4,3,3,3,3,N/A,4,3,4,4,3,3,4,4,3,3,W0725,43.7585401941,-79.5166809322,303441.401,4846286.246
8310,4155452,2017,2018,1978,PRIVATE,01,Etobicoke North,2677 KIPLING AVE,23,227,2018-12-10,73,Evaluation needs to be conducted in 2 years,18,4,4,3,4,3,4,3,3,4,N/A,4,4,5,4,3,4,3,4,3,N/A,W0124,43.749099512,-79.584064323,298014.133,4845241.764
